SourceName,DestinationName,TransactionType,Amount,TransactionId
XYZ Bank,ABC Bank, Credit,100,11848
ABC Bank,XYZ Bank, Credit,110,11849
KFC Bank,MAC Bank, Debit,100,11850
MAC Bank,KFC Bank, Debit,110,11851
XYZ Bank,MAC Bank, Credit,50,11852
MAC Bank,ABC Bank, Debit,1520,11853
XYZ Bank,ABC Bank, Credit,100,11854
ABC Bank,XYZ Bank, Credit,110,11855
KFC Bank,MAC Bank, Debit,100,11856
MAC Bank,KFC Bank, Debit,110,11857
XYZ Bank,MAC Bank, Credit,50,11858
MAC Bank,ABC Bank, Debit,1520,11859
XYZ Bank,ABC Bank, Credit,100,11860
ABC Bank,XYZ Bank, Credit,110,11861
KFC Bank,MAC Bank, Debit,100,11862
MAC Bank,KFC Bank, Debit,110,11863
XYZ Bank,MAC Bank, Credit,50,11864
MAC Bank,ABC Bank, Debit,1520,11865
XYZ Bank,ABC Bank, Credit,100,11866
ABC Bank,XYZ Bank, Credit,110,11867
KFC Bank,MAC Bank, Debit,100,11868
MAC Bank,KFC Bank, Debit,110,11869
XYZ Bank,MAC Bank, Credit,50,11870
MAC Bank,ABC Bank, Debit,1520,11871
XYZ Bank,ABC Bank, Credit,100,11872
ABC Bank,XYZ Bank, Credit,110,11873
KFC Bank,MAC Bank, Debit,100,11874
MAC Bank,KFC Bank, Debit,110,11875
XYZ Bank,MAC Bank, Credit,50,11876
MAC Bank,ABC Bank, Debit,1520,11877
MAC Bank,KFC Bank, Debit,110,11878
XYZ Bank,MAC Bank, Credit,50,11879
MAC Bank,ABC Bank, Debit,1520,11880
XYZ Bank,ABC Bank, Credit,100,11881
ABC Bank,XYZ Bank, Credit,110,11882
KFC Bank,MAC Bank, Debit,100,11883
MAC Bank,KFC Bank, Debit,110,11884
XYZ Bank,MAC Bank, Credit,50,11885
MAC Bank,ABC Bank, Debit,1520,11886
XYZ Bank,ABC Bank, Credit,100,11887
ABC Bank,XYZ Bank, Credit,110,11888
KFC Bank,MAC Bank, Debit,100,11889
MAC Bank,KFC Bank, Debit,110,11890
XYZ Bank,MAC Bank, Credit,50,11891
MAC Bank,ABC Bank, Debit,1520,11892
XYZ Bank,ABC Bank, Credit,100,11893
ABC Bank,XYZ Bank, Credit,110,11894
KFC Bank,MAC Bank, Debit,100,11895
MAC Bank,KFC Bank, Debit,110,11896
XYZ Bank,MAC Bank, Credit,50,11897
MAC Bank,ABC Bank, Debit,1520,11898
XYZ Bank,ABC Bank, Credit,100,11899
ABC Bank,XYZ Bank, Credit,110,11900
KFC Bank,MAC Bank, Debit,100,11901
MAC Bank,KFC Bank, Debit,110,11902
XYZ Bank,MAC Bank, Credit,50,11903
MAC Bank,ABC Bank, Debit,1520,11904
XYZ Bank,ABC Bank, Credit,100,11905
ABC Bank,XYZ Bank, Credit,110,11906
KFC Bank,MAC Bank, Debit,100,11907
MAC Bank,KFC Bank, Debit,110,11908
XYZ Bank,MAC Bank, Credit,50,11909
MAC Bank,ABC Bank, Debit,1520,11910
XYZ Bank,ABC Bank, Credit,100,11911
ABC Bank,XYZ Bank, Credit,110,11912
KFC Bank,MAC Bank, Debit,100,11913
MAC Bank,KFC Bank, Debit,110,11914
XYZ Bank,MAC Bank, Credit,50,11915
MAC Bank,ABC Bank, Debit,1520,11916
XYZ Bank,ABC Bank, Credit,100,11917
ABC Bank,XYZ Bank, Credit,110,11918
KFC Bank,MAC Bank, Debit,100,11919
MAC Bank,KFC Bank, Debit,110,11920
XYZ Bank,MAC Bank, Credit,50,11921
MAC Bank,ABC Bank, Debit,1520,11922
XYZ Bank,ABC Bank, Credit,100,11923
ABC Bank,XYZ Bank, Credit,110,11924
KFC Bank,MAC Bank, Debit,100,11925
MAC Bank,KFC Bank, Debit,110,11926
XYZ Bank,MAC Bank, Credit,50,11927
MAC Bank,ABC Bank, Debit,1520,11928
XYZ Bank,ABC Bank, Credit,100,11929
ABC Bank,XYZ Bank, Credit,110,11930
KFC Bank,MAC Bank, Debit,100,11931
MAC Bank,KFC Bank, Debit,110,11932
XYZ Bank,MAC Bank, Credit,50,11933
MAC Bank,ABC Bank, Debit,1520,11934
XYZ Bank,ABC Bank, Credit,100,11935
ABC Bank,XYZ Bank, Credit,110,11936
KFC Bank,MAC Bank, Debit,100,11937
MAC Bank,KFC Bank, Debit,110,11938
XYZ Bank,MAC Bank, Credit,50,11939
MAC Bank,ABC Bank, Debit,1520,11940
XYZ Bank,ABC Bank, Credit,100,11941
ABC Bank,XYZ Bank, Credit,110,11942
KFC Bank,MAC Bank, Debit,100,11943
MAC Bank,KFC Bank, Debit,110,11944
XYZ Bank,MAC Bank, Credit,50,11945
MAC Bank,ABC Bank, Debit,1520,11946
XYZ Bank,ABC Bank, Credit,100,11947
ABC Bank,XYZ Bank, Credit,110,11948
KFC Bank,MAC Bank, Debit,100,11949
MAC Bank,KFC Bank, Debit,110,11950
XYZ Bank,MAC Bank, Credit,50,11951
MAC Bank,ABC Bank, Debit,1520,11952
XYZ Bank,ABC Bank, Credit,100,11953
ABC Bank,XYZ Bank, Credit,110,11954
KFC Bank,MAC Bank, Debit,100,11955
MAC Bank,KFC Bank, Debit,110,11956
XYZ Bank,MAC Bank, Credit,50,11957
MAC Bank,ABC Bank, Debit,1520,11958
XYZ Bank,ABC Bank, Credit,100,11959
ABC Bank,XYZ Bank, Credit,110,11960
KFC Bank,MAC Bank, Debit,100,11961
MAC Bank,KFC Bank, Debit,110,11962
XYZ Bank,MAC Bank, Credit,50,11963
MAC Bank,ABC Bank, Debit,1520,11964
XYZ Bank,ABC Bank, Credit,100,11965
ABC Bank,XYZ Bank, Credit,110,11966
KFC Bank,MAC Bank, Debit,100,11967
MAC Bank,KFC Bank, Debit,110,11968
XYZ Bank,MAC Bank, Credit,50,11969
MAC Bank,ABC Bank, Debit,1520,11970
XYZ Bank,ABC Bank, Credit,100,11971
ABC Bank,XYZ Bank, Credit,110,11972
KFC Bank,MAC Bank, Debit,100,11973
MAC Bank,KFC Bank, Debit,110,11974
XYZ Bank,MAC Bank, Credit,50,11975
MAC Bank,ABC Bank, Debit,1520,11976
MAC Bank,KFC Bank, Debit,110,11977
XYZ Bank,MAC Bank, Credit,50,11978
MAC Bank,ABC Bank, Debit,1520,11979
XYZ Bank,ABC Bank, Credit,100,11980
ABC Bank,XYZ Bank, Credit,110,11981
KFC Bank,MAC Bank, Debit,100,11982
MAC Bank,KFC Bank, Debit,110,11983
XYZ Bank,MAC Bank, Credit,50,11984
MAC Bank,ABC Bank, Debit,1520,11985
XYZ Bank,ABC Bank, Credit,100,11986
ABC Bank,XYZ Bank, Credit,110,11987
KFC Bank,MAC Bank, Debit,100,11988
MAC Bank,KFC Bank, Debit,110,11989
XYZ Bank,MAC Bank, Credit,50,11990
MAC Bank,ABC Bank, Debit,1520,11991
XYZ Bank,ABC Bank, Credit,100,11992
ABC Bank,XYZ Bank, Credit,110,11993
KFC Bank,MAC Bank, Debit,100,11994
MAC Bank,KFC Bank, Debit,110,11995
XYZ Bank,MAC Bank, Credit,50,11996
MAC Bank,ABC Bank, Debit,1520,11997
XYZ Bank,ABC Bank, Credit,100,11998
ABC Bank,XYZ Bank, Credit,110,11999
KFC Bank,MAC Bank, Debit,100,12000
MAC Bank,KFC Bank, Debit,110,12001
XYZ Bank,MAC Bank, Credit,50,12002
MAC Bank,ABC Bank, Debit,1520,12003
XYZ Bank,ABC Bank, Credit,100,12004
ABC Bank,XYZ Bank, Credit,110,12005
KFC Bank,MAC Bank, Debit,100,12006
MAC Bank,KFC Bank, Debit,110,12007
XYZ Bank,MAC Bank, Credit,50,12008
MAC Bank,ABC Bank, Debit,1520,12009
XYZ Bank,ABC Bank, Credit,100,12010
ABC Bank,XYZ Bank, Credit,110,12011
KFC Bank,MAC Bank, Debit,100,12012
MAC Bank,KFC Bank, Debit,110,12013
XYZ Bank,MAC Bank, Credit,50,12014
MAC Bank,ABC Bank, Debit,1520,12015
XYZ Bank,ABC Bank, Credit,100,12016
ABC Bank,XYZ Bank, Credit,110,12017
KFC Bank,MAC Bank, Debit,100,12018
MAC Bank,KFC Bank, Debit,110,12019
XYZ Bank,MAC Bank, Credit,50,12020
MAC Bank,ABC Bank, Debit,1520,12021
XYZ Bank,ABC Bank, Credit,100,12022
ABC Bank,XYZ Bank, Credit,110,12023
KFC Bank,MAC Bank, Debit,100,12024
MAC Bank,KFC Bank, Debit,110,12025
XYZ Bank,MAC Bank, Credit,50,12026
MAC Bank,ABC Bank, Debit,1520,12027
XYZ Bank,ABC Bank, Credit,100,12028
ABC Bank,XYZ Bank, Credit,110,12029
KFC Bank,MAC Bank, Debit,100,12030
MAC Bank,KFC Bank, Debit,110,12031
XYZ Bank,MAC Bank, Credit,50,12032
MAC Bank,ABC Bank, Debit,1520,12033
XYZ Bank,ABC Bank, Credit,100,12034
ABC Bank,XYZ Bank, Credit,110,12035
KFC Bank,MAC Bank, Debit,100,12036
MAC Bank,KFC Bank, Debit,110,12037
XYZ Bank,MAC Bank, Credit,50,12038
MAC Bank,ABC Bank, Debit,1520,12039
XYZ Bank,ABC Bank, Credit,100,12040
ABC Bank,XYZ Bank, Credit,110,12041
KFC Bank,MAC Bank, Debit,100,12042
MAC Bank,KFC Bank, Debit,110,12043
XYZ Bank,MAC Bank, Credit,50,12044
MAC Bank,ABC Bank, Debit,1520,12045
XYZ Bank,ABC Bank, Credit,100,12046
ABC Bank,XYZ Bank, Credit,110,12047
KFC Bank,MAC Bank, Debit,100,12048
MAC Bank,KFC Bank, Debit,110,12049
XYZ Bank,MAC Bank, Credit,50,12050
MAC Bank,ABC Bank, Debit,1520,12051
XYZ Bank,ABC Bank, Credit,100,12052
ABC Bank,XYZ Bank, Credit,110,12053
KFC Bank,MAC Bank, Debit,100,12054
MAC Bank,KFC Bank, Debit,110,12055
XYZ Bank,MAC Bank, Credit,50,12056
MAC Bank,ABC Bank, Debit,1520,12057
XYZ Bank,ABC Bank, Credit,100,12058
ABC Bank,XYZ Bank, Credit,110,12059
KFC Bank,MAC Bank, Debit,100,12060
MAC Bank,KFC Bank, Debit,110,12061
XYZ Bank,MAC Bank, Credit,50,12062
MAC Bank,ABC Bank, Debit,1520,12063
XYZ Bank,ABC Bank, Credit,100,12064
ABC Bank,XYZ Bank, Credit,110,12065
KFC Bank,MAC Bank, Debit,100,12066
MAC Bank,KFC Bank, Debit,110,12067
XYZ Bank,MAC Bank, Credit,50,12068
MAC Bank,ABC Bank, Debit,1520,12069
XYZ Bank,ABC Bank, Credit,100,12070
ABC Bank,XYZ Bank, Credit,110,12071
KFC Bank,MAC Bank, Debit,100,12072
MAC Bank,KFC Bank, Debit,110,12073
XYZ Bank,MAC Bank, Credit,50,12074
MAC Bank,ABC Bank, Debit,1520,12075
MAC Bank,KFC Bank, Debit,110,12076
XYZ Bank,MAC Bank, Credit,50,12077
MAC Bank,ABC Bank, Debit,1520,12078
XYZ Bank,ABC Bank, Credit,100,12079
ABC Bank,XYZ Bank, Credit,110,12080
KFC Bank,MAC Bank, Debit,100,12081
MAC Bank,KFC Bank, Debit,110,12082
XYZ Bank,MAC Bank, Credit,50,12083
MAC Bank,ABC Bank, Debit,1520,12084
XYZ Bank,ABC Bank, Credit,100,12085
ABC Bank,XYZ Bank, Credit,110,12086
KFC Bank,MAC Bank, Debit,100,12087
MAC Bank,KFC Bank, Debit,110,12088
XYZ Bank,MAC Bank, Credit,50,12089
MAC Bank,ABC Bank, Debit,1520,12090
XYZ Bank,ABC Bank, Credit,100,12091
ABC Bank,XYZ Bank, Credit,110,12092
KFC Bank,MAC Bank, Debit,100,12093
MAC Bank,KFC Bank, Debit,110,12094
XYZ Bank,MAC Bank, Credit,50,12095
MAC Bank,ABC Bank, Debit,1520,12096
XYZ Bank,ABC Bank, Credit,100,12097
ABC Bank,XYZ Bank, Credit,110,12098
KFC Bank,MAC Bank, Debit,100,12099
MAC Bank,KFC Bank, Debit,110,12100
XYZ Bank,MAC Bank, Credit,50,12101
MAC Bank,ABC Bank, Debit,1520,12102
XYZ Bank,ABC Bank, Credit,100,12103
ABC Bank,XYZ Bank, Credit,110,12104
KFC Bank,MAC Bank, Debit,100,12105
MAC Bank,KFC Bank, Debit,110,12106
XYZ Bank,MAC Bank, Credit,50,12107
MAC Bank,ABC Bank, Debit,1520,12108
XYZ Bank,ABC Bank, Credit,100,12109
ABC Bank,XYZ Bank, Credit,110,12110
KFC Bank,MAC Bank, Debit,100,12111
MAC Bank,KFC Bank, Debit,110,12112
XYZ Bank,MAC Bank, Credit,50,12113
MAC Bank,ABC Bank, Debit,1520,12114
XYZ Bank,ABC Bank, Credit,100,12115
ABC Bank,XYZ Bank, Credit,110,12116
KFC Bank,MAC Bank, Debit,100,12117
MAC Bank,KFC Bank, Debit,110,12118
XYZ Bank,MAC Bank, Credit,50,12119
MAC Bank,ABC Bank, Debit,1520,12120
XYZ Bank,ABC Bank, Credit,100,12121
ABC Bank,XYZ Bank, Credit,110,12122
KFC Bank,MAC Bank, Debit,100,12123
MAC Bank,KFC Bank, Debit,110,12124
XYZ Bank,MAC Bank, Credit,50,12125
MAC Bank,ABC Bank, Debit,1520,12126
XYZ Bank,ABC Bank, Credit,100,12127
ABC Bank,XYZ Bank, Credit,110,12128
KFC Bank,MAC Bank, Debit,100,12129
MAC Bank,KFC Bank, Debit,110,12130
XYZ Bank,MAC Bank, Credit,50,12131
MAC Bank,ABC Bank, Debit,1520,12132
XYZ Bank,ABC Bank, Credit,100,12133
ABC Bank,XYZ Bank, Credit,110,12134
KFC Bank,MAC Bank, Debit,100,12135
MAC Bank,KFC Bank, Debit,110,12136
XYZ Bank,MAC Bank, Credit,50,12137
MAC Bank,ABC Bank, Debit,1520,12138
XYZ Bank,ABC Bank, Credit,100,12139
ABC Bank,XYZ Bank, Credit,110,12140
KFC Bank,MAC Bank, Debit,100,12141
MAC Bank,KFC Bank, Debit,110,12142
XYZ Bank,MAC Bank, Credit,50,12143
MAC Bank,ABC Bank, Debit,1520,12144
XYZ Bank,ABC Bank, Credit,100,12145
ABC Bank,XYZ Bank, Credit,110,12146
KFC Bank,MAC Bank, Debit,100,12147
MAC Bank,KFC Bank, Debit,110,12148
XYZ Bank,MAC Bank, Credit,50,12149
MAC Bank,ABC Bank, Debit,1520,12150
XYZ Bank,ABC Bank, Credit,100,12151
ABC Bank,XYZ Bank, Credit,110,12152
KFC Bank,MAC Bank, Debit,100,12153
MAC Bank,KFC Bank, Debit,110,12154
XYZ Bank,MAC Bank, Credit,50,12155
MAC Bank,ABC Bank, Debit,1520,12156
XYZ Bank,ABC Bank, Credit,100,12157
ABC Bank,XYZ Bank, Credit,110,12158
KFC Bank,MAC Bank, Debit,100,12159
MAC Bank,KFC Bank, Debit,110,12160
XYZ Bank,MAC Bank, Credit,50,12161
MAC Bank,ABC Bank, Debit,1520,12162
XYZ Bank,ABC Bank, Credit,100,12163
ABC Bank,XYZ Bank, Credit,110,12164
KFC Bank,MAC Bank, Debit,100,12165
MAC Bank,KFC Bank, Debit,110,12166
XYZ Bank,MAC Bank, Credit,50,12167
MAC Bank,ABC Bank, Debit,1520,12168
XYZ Bank,ABC Bank, Credit,100,12169
ABC Bank,XYZ Bank, Credit,110,12170
KFC Bank,MAC Bank, Debit,100,12171
MAC Bank,KFC Bank, Debit,110,12172
XYZ Bank,MAC Bank, Credit,50,12173
MAC Bank,ABC Bank, Debit,1520,12174
MAC Bank,KFC Bank, Debit,110,12175
XYZ Bank,MAC Bank, Credit,50,12176
MAC Bank,ABC Bank, Debit,1520,12177
XYZ Bank,ABC Bank, Credit,100,12178
ABC Bank,XYZ Bank, Credit,110,12179
KFC Bank,MAC Bank, Debit,100,12180
MAC Bank,KFC Bank, Debit,110,12181
XYZ Bank,MAC Bank, Credit,50,12182
MAC Bank,ABC Bank, Debit,1520,12183
XYZ Bank,ABC Bank, Credit,100,12184
ABC Bank,XYZ Bank, Credit,110,12185
KFC Bank,MAC Bank, Debit,100,12186
MAC Bank,KFC Bank, Debit,110,12187
XYZ Bank,MAC Bank, Credit,50,12188
MAC Bank,ABC Bank, Debit,1520,12189
XYZ Bank,ABC Bank, Credit,100,12190
ABC Bank,XYZ Bank, Credit,110,12191
KFC Bank,MAC Bank, Debit,100,12192
MAC Bank,KFC Bank, Debit,110,12193
XYZ Bank,MAC Bank, Credit,50,12194
MAC Bank,ABC Bank, Debit,1520,12195
XYZ Bank,ABC Bank, Credit,100,12196
ABC Bank,XYZ Bank, Credit,110,12197
KFC Bank,MAC Bank, Debit,100,12198
MAC Bank,KFC Bank, Debit,110,12199
XYZ Bank,MAC Bank, Credit,50,12200
MAC Bank,ABC Bank, Debit,1520,12201
XYZ Bank,ABC Bank, Credit,100,12202
ABC Bank,XYZ Bank, Credit,110,12203
KFC Bank,MAC Bank, Debit,100,12204
MAC Bank,KFC Bank, Debit,110,12205
XYZ Bank,MAC Bank, Credit,50,12206
MAC Bank,ABC Bank, Debit,1520,12207
XYZ Bank,ABC Bank, Credit,100,12208
ABC Bank,XYZ Bank, Credit,110,12209
KFC Bank,MAC Bank, Debit,100,12210
MAC Bank,KFC Bank, Debit,110,12211
XYZ Bank,MAC Bank, Credit,50,12212
MAC Bank,ABC Bank, Debit,1520,12213
XYZ Bank,ABC Bank, Credit,100,12214
ABC Bank,XYZ Bank, Credit,110,12215
KFC Bank,MAC Bank, Debit,100,12216
MAC Bank,KFC Bank, Debit,110,12217
XYZ Bank,MAC Bank, Credit,50,12218
MAC Bank,ABC Bank, Debit,1520,12219
XYZ Bank,ABC Bank, Credit,100,12220
ABC Bank,XYZ Bank, Credit,110,12221
KFC Bank,MAC Bank, Debit,100,12222
MAC Bank,KFC Bank, Debit,110,12223
XYZ Bank,MAC Bank, Credit,50,12224
MAC Bank,ABC Bank, Debit,1520,12225
XYZ Bank,ABC Bank, Credit,100,12226
ABC Bank,XYZ Bank, Credit,110,12227
KFC Bank,MAC Bank, Debit,100,12228
MAC Bank,KFC Bank, Debit,110,12229
XYZ Bank,MAC Bank, Credit,50,12230
MAC Bank,ABC Bank, Debit,1520,12231
XYZ Bank,ABC Bank, Credit,100,12232
ABC Bank,XYZ Bank, Credit,110,12233
KFC Bank,MAC Bank, Debit,100,12234
MAC Bank,KFC Bank, Debit,110,12235
XYZ Bank,MAC Bank, Credit,50,12236
MAC Bank,ABC Bank, Debit,1520,12237
XYZ Bank,ABC Bank, Credit,100,12238
ABC Bank,XYZ Bank, Credit,110,12239
KFC Bank,MAC Bank, Debit,100,12240
MAC Bank,KFC Bank, Debit,110,12241
XYZ Bank,MAC Bank, Credit,50,12242
MAC Bank,ABC Bank, Debit,1520,12243
XYZ Bank,ABC Bank, Credit,100,12244
ABC Bank,XYZ Bank, Credit,110,12245
KFC Bank,MAC Bank, Debit,100,12246
MAC Bank,KFC Bank, Debit,110,12247
XYZ Bank,MAC Bank, Credit,50,12248
MAC Bank,ABC Bank, Debit,1520,12249
XYZ Bank,ABC Bank, Credit,100,12250
ABC Bank,XYZ Bank, Credit,110,12251
KFC Bank,MAC Bank, Debit,100,12252
MAC Bank,KFC Bank, Debit,110,12253
XYZ Bank,MAC Bank, Credit,50,12254
MAC Bank,ABC Bank, Debit,1520,12255
XYZ Bank,ABC Bank, Credit,100,12256
ABC Bank,XYZ Bank, Credit,110,12257
KFC Bank,MAC Bank, Debit,100,12258
MAC Bank,KFC Bank, Debit,110,12259
XYZ Bank,MAC Bank, Credit,50,12260
MAC Bank,ABC Bank, Debit,1520,12261
XYZ Bank,ABC Bank, Credit,100,12262
ABC Bank,XYZ Bank, Credit,110,12263
KFC Bank,MAC Bank, Debit,100,12264
MAC Bank,KFC Bank, Debit,110,12265
XYZ Bank,MAC Bank, Credit,50,12266
MAC Bank,ABC Bank, Debit,1520,12267
XYZ Bank,ABC Bank, Credit,100,12268
ABC Bank,XYZ Bank, Credit,110,12269
KFC Bank,MAC Bank, Debit,100,12270
MAC Bank,KFC Bank, Debit,110,12271
XYZ Bank,MAC Bank, Credit,50,12272
MAC Bank,ABC Bank, Debit,1520,12273
MAC Bank,KFC Bank, Debit,110,12274
XYZ Bank,MAC Bank, Credit,50,12275
MAC Bank,ABC Bank, Debit,1520,12276
XYZ Bank,ABC Bank, Credit,100,12277
ABC Bank,XYZ Bank, Credit,110,12278
KFC Bank,MAC Bank, Debit,100,12279
MAC Bank,KFC Bank, Debit,110,12280
XYZ Bank,MAC Bank, Credit,50,12281
MAC Bank,ABC Bank, Debit,1520,12282
XYZ Bank,ABC Bank, Credit,100,12283
ABC Bank,XYZ Bank, Credit,110,12284
KFC Bank,MAC Bank, Debit,100,12285
MAC Bank,KFC Bank, Debit,110,12286
XYZ Bank,MAC Bank, Credit,50,12287
MAC Bank,ABC Bank, Debit,1520,12288
XYZ Bank,ABC Bank, Credit,100,12289
ABC Bank,XYZ Bank, Credit,110,12290
KFC Bank,MAC Bank, Debit,100,12291
MAC Bank,KFC Bank, Debit,110,12292
XYZ Bank,MAC Bank, Credit,50,12293
MAC Bank,ABC Bank, Debit,1520,12294
XYZ Bank,ABC Bank, Credit,100,12295
ABC Bank,XYZ Bank, Credit,110,12296
KFC Bank,MAC Bank, Debit,100,12297
MAC Bank,KFC Bank, Debit,110,12298
XYZ Bank,MAC Bank, Credit,50,12299
MAC Bank,ABC Bank, Debit,1520,12300
XYZ Bank,ABC Bank, Credit,100,12301
ABC Bank,XYZ Bank, Credit,110,12302
KFC Bank,MAC Bank, Debit,100,12303
MAC Bank,KFC Bank, Debit,110,12304
XYZ Bank,MAC Bank, Credit,50,12305
MAC Bank,ABC Bank, Debit,1520,12306
XYZ Bank,ABC Bank, Credit,100,12307
ABC Bank,XYZ Bank, Credit,110,12308
KFC Bank,MAC Bank, Debit,100,12309
MAC Bank,KFC Bank, Debit,110,12310
XYZ Bank,MAC Bank, Credit,50,12311
MAC Bank,ABC Bank, Debit,1520,12312
XYZ Bank,ABC Bank, Credit,100,12313
ABC Bank,XYZ Bank, Credit,110,12314
KFC Bank,MAC Bank, Debit,100,12315
MAC Bank,KFC Bank, Debit,110,12316
XYZ Bank,MAC Bank, Credit,50,12317
MAC Bank,ABC Bank, Debit,1520,12318
XYZ Bank,ABC Bank, Credit,100,12319
ABC Bank,XYZ Bank, Credit,110,12320
KFC Bank,MAC Bank, Debit,100,12321
MAC Bank,KFC Bank, Debit,110,12322
XYZ Bank,MAC Bank, Credit,50,12323
MAC Bank,ABC Bank, Debit,1520,12324
XYZ Bank,ABC Bank, Credit,100,12325
ABC Bank,XYZ Bank, Credit,110,12326
KFC Bank,MAC Bank, Debit,100,12327
MAC Bank,KFC Bank, Debit,110,12328
XYZ Bank,MAC Bank, Credit,50,12329
MAC Bank,ABC Bank, Debit,1520,12330
XYZ Bank,ABC Bank, Credit,100,12331
ABC Bank,XYZ Bank, Credit,110,12332
KFC Bank,MAC Bank, Debit,100,12333
MAC Bank,KFC Bank, Debit,110,12334
XYZ Bank,MAC Bank, Credit,50,12335
MAC Bank,ABC Bank, Debit,1520,12336
XYZ Bank,ABC Bank, Credit,100,12337
ABC Bank,XYZ Bank, Credit,110,12338
KFC Bank,MAC Bank, Debit,100,12339
MAC Bank,KFC Bank, Debit,110,12340
XYZ Bank,MAC Bank, Credit,50,12341
MAC Bank,ABC Bank, Debit,1520,12342
XYZ Bank,ABC Bank, Credit,100,12343
ABC Bank,XYZ Bank, Credit,110,12344
KFC Bank,MAC Bank, Debit,100,12345
MAC Bank,KFC Bank, Debit,110,12346
XYZ Bank,MAC Bank, Credit,50,12347
MAC Bank,ABC Bank, Debit,1520,12348
XYZ Bank,ABC Bank, Credit,100,12349
ABC Bank,XYZ Bank, Credit,110,12350
KFC Bank,MAC Bank, Debit,100,12351
MAC Bank,KFC Bank, Debit,110,12352
XYZ Bank,MAC Bank, Credit,50,12353
MAC Bank,ABC Bank, Debit,1520,12354
XYZ Bank,ABC Bank, Credit,100,12355
ABC Bank,XYZ Bank, Credit,110,12356
KFC Bank,MAC Bank, Debit,100,12357
MAC Bank,KFC Bank, Debit,110,12358
XYZ Bank,MAC Bank, Credit,50,12359
MAC Bank,ABC Bank, Debit,1520,12360
XYZ Bank,ABC Bank, Credit,100,12361
ABC Bank,XYZ Bank, Credit,110,12362
KFC Bank,MAC Bank, Debit,100,12363
MAC Bank,KFC Bank, Debit,110,12364
XYZ Bank,MAC Bank, Credit,50,12365
MAC Bank,ABC Bank, Debit,1520,12366
XYZ Bank,ABC Bank, Credit,100,12367
ABC Bank,XYZ Bank, Credit,110,12368
KFC Bank,MAC Bank, Debit,100,12369
MAC Bank,KFC Bank, Debit,110,12370
XYZ Bank,MAC Bank, Credit,50,12371
MAC Bank,ABC Bank, Debit,1520,12372
MAC Bank,KFC Bank, Debit,110,12373
XYZ Bank,MAC Bank, Credit,50,12374
MAC Bank,ABC Bank, Debit,1520,12375
XYZ Bank,ABC Bank, Credit,100,12376
ABC Bank,XYZ Bank, Credit,110,12377
KFC Bank,MAC Bank, Debit,100,12378
MAC Bank,KFC Bank, Debit,110,12379
XYZ Bank,MAC Bank, Credit,50,12380
MAC Bank,ABC Bank, Debit,1520,12381
XYZ Bank,ABC Bank, Credit,100,12382
ABC Bank,XYZ Bank, Credit,110,12383
KFC Bank,MAC Bank, Debit,100,12384
MAC Bank,KFC Bank, Debit,110,12385
XYZ Bank,MAC Bank, Credit,50,12386
MAC Bank,ABC Bank, Debit,1520,12387
XYZ Bank,ABC Bank, Credit,100,12388
ABC Bank,XYZ Bank, Credit,110,12389
KFC Bank,MAC Bank, Debit,100,12390
MAC Bank,KFC Bank, Debit,110,12391
XYZ Bank,MAC Bank, Credit,50,12392
MAC Bank,ABC Bank, Debit,1520,12393
XYZ Bank,ABC Bank, Credit,100,12394
ABC Bank,XYZ Bank, Credit,110,12395
KFC Bank,MAC Bank, Debit,100,12396
MAC Bank,KFC Bank, Debit,110,12397
XYZ Bank,MAC Bank, Credit,50,12398
MAC Bank,ABC Bank, Debit,1520,12399
XYZ Bank,ABC Bank, Credit,100,12400
ABC Bank,XYZ Bank, Credit,110,12401
KFC Bank,MAC Bank, Debit,100,12402
MAC Bank,KFC Bank, Debit,110,12403
XYZ Bank,MAC Bank, Credit,50,12404
MAC Bank,ABC Bank, Debit,1520,12405
XYZ Bank,ABC Bank, Credit,100,12406
ABC Bank,XYZ Bank, Credit,110,12407
KFC Bank,MAC Bank, Debit,100,12408
MAC Bank,KFC Bank, Debit,110,12409
XYZ Bank,MAC Bank, Credit,50,12410
MAC Bank,ABC Bank, Debit,1520,12411
XYZ Bank,ABC Bank, Credit,100,12412
ABC Bank,XYZ Bank, Credit,110,12413
KFC Bank,MAC Bank, Debit,100,12414
MAC Bank,KFC Bank, Debit,110,12415
XYZ Bank,MAC Bank, Credit,50,12416
MAC Bank,ABC Bank, Debit,1520,12417
XYZ Bank,ABC Bank, Credit,100,12418
ABC Bank,XYZ Bank, Credit,110,12419
KFC Bank,MAC Bank, Debit,100,12420
MAC Bank,KFC Bank, Debit,110,12421
XYZ Bank,MAC Bank, Credit,50,12422
MAC Bank,ABC Bank, Debit,1520,12423
XYZ Bank,ABC Bank, Credit,100,12424
ABC Bank,XYZ Bank, Credit,110,12425
KFC Bank,MAC Bank, Debit,100,12426
MAC Bank,KFC Bank, Debit,110,12427
XYZ Bank,MAC Bank, Credit,50,12428
MAC Bank,ABC Bank, Debit,1520,12429
XYZ Bank,ABC Bank, Credit,100,12430
ABC Bank,XYZ Bank, Credit,110,12431
KFC Bank,MAC Bank, Debit,100,12432
MAC Bank,KFC Bank, Debit,110,12433
XYZ Bank,MAC Bank, Credit,50,12434
MAC Bank,ABC Bank, Debit,1520,12435
XYZ Bank,ABC Bank, Credit,100,12436
ABC Bank,XYZ Bank, Credit,110,12437
